language,text
tamil,vip 2 likes beats Singam 3 likes
kannanda,NAME
malayalam,Kalkikku malayalathinte dhathuputhran alluarjun fansite vijayaashamsakal
malayalam,E manushyan laletta I love u
spanish,abrir calendario eliminar todos los eventos
malayalam,Wow Im from Punjab veere
arabic,سلام سلام
tamil,Petta trailer therikkithu SIVA engada irukka Thalaya eppada katta pora
japanese,ヒップホップが大好き
french,quelle heure est-il à tokyo japon
kannanda,Kannada adru swalpa parvagilla guru Telugu Tamil movies anthu jaatre dialogue jaatre fighting over acting inda thumbi tuluktha ide
kannanda,ASN movie na 1st day 1st show nodoru like maadi
dutch,wat betekent het woord hypocrisie
tamil,Thalaivar enaikumeee masss tha pa meaning of style
tamil,yaarlam bigil trailer pakkama indha trailer pakiriga
kannanda,Bindu nu china breed may be
tamil,Enakkennamo diwali race la idhu dhaan Win aagumnu thonudhu
tamil,Marana waiting   By thalapathi fan
portuguese,oi olly qual a definição para passivo
german,entferne die für morgen eingestellten wecker
dutch,ik wil naar vrolijke muziek luisteren
german,wie spät is es jetzt in erlangen
tamil,Thala Thalapathi rendu perumeva dai dai aathi
tamil,Ayyoo Thaivaaaaallu vidudhu poindha rajni ku ivlo naal waiting
hindi,क्या आप मुझे रात के खाने के लिए healthy foods सुझा सकते हैं
kannanda,Super bro
spanish,que merece la pena ver
tamil,SK production lla Movie Mass sa irukum
dutch,welke nieuwsupdates zijn er van het nos journaal
german,welche erinnerungen habe ich aktiviert
tamil,Mohan ji  Thirowpathi  vetri pera valzthukalmeendum padam panninal nanum funding seaiven
tamil,Ipdi unmayila nadantha Arrange marriages love marriagesa vida athikarikum Yaarukachum ithu purincha like pannunga
tamil,Guys inum 170K Likes Vantha 1M Vanthurum
malayalam,Kgf bahubali 20 nammukum oru adar item undennu para
german,habe ich einen wecker eingestellt
french,olly je veux aller à la projection de film en plein air ce week-end rappel -moi
tamil,Kamgana look like not jayalalitha  She look like shashikala
arabic,دور على فعاليات قريبة في التواريخ المحددة
french,de nouveau emails dans les cinq dernières minutes
tamil,dai thirunelveli enga thala yoda kotta daa
malayalam,nyzzzz work
tamil,Semma l like jayaravi very much
kannanda,Prajju Boss is Back
tamil,Wow Vera leval marana mass Thalaiva
german,der kosmos
kannanda,Yes i have join itâ
tamil,Semma Tamil nadu paalaivanamakkitu India va super power akiduvingala
tamil,Thala na thala tha pada semma hit
tamil,Superb mass veera leval Jai thalaiva Rajini sir  I am waiting for Peta telugu version
portuguese,alexa quais são as noticias da minha zona
tamil,Ippadi Nareya 
german,wie viel verkehr gibt es aktuell auf der limesstraße
tamil,Enna da comments la orey jaathi veriya suthittu irukkuthunga
malayalam,Darbar teaser irangya ee timil vendarnu
tamil,Dislike ah da poduringa badungalapadam release agatumda April irukku
malayalam,Ambo kiduve Kola mass  Raju etta ingalu Vere level 
kannanda,Lingaraju  m
tamil,Mani sir padama ithu waiting to watch
tamil,Normal movie madhiri than theriyudhu 
italian,posta su tumblr che mi sto divertendo
tamil,Thala Yuvan combo  enrale Padam super hit dhan
tamil,Vera level hollywood level la irukku sema
tamil,yaaru pakkanum nu theri  yunuma
german,trage in meinem kalender meine reservierungen fürs abendessen ein
tamil,Padathukaga marana waiting pandravanga oru like podunga  friends
tamil,Iam pawan kalyan fan and I like so much vijay acting in kathi movie
malayalam,WATER MELON DAYS VS KUMBALANGI NIGHTS 
tamil,Therikka Vidrom  Verithanam Thalaivaaa ðð VFX Vera Vera level
french,bâtiment le plus haut
french,quel est le statut de ma dernière commande
tamil,Back to back 3days ah sema njoy
tamil,Vijay Sethupathya Pidichavan Like ah thatuu
hindi,मुझे अकादमी पुरस्कारों के बारे में समाचार चाहिए
tamil,You kena tunggu lebih lama lagi
japanese,近くからテイクアウトを注文できる場所はどこですか
japanese,三かける七は
german,ruf raju telefonnummer an
dutch,hoe wordt het weer deze week
dutch,vertel me alles over het toernooi datgehouden wordt op tweeëntwintig maart
japanese,西武園遊園地はどこ
english,what's the date
hindi,कृपया इस व्यक्ति के बारे में कुछ विवरण बताएं
malayalam,Ithokkey kandittaanu iparthey pillaru schoolilum collegilum adiyum pidiyum vazhakkum ondakunnadhu
tamil,Ayayayo SOLLA varthaiyeee illa da SURIYAA acting
tamil,Just 4k dislikes avangaluku la inum epdi thaa movie eadukanumoo oru vela Dhanush haters ah irupangaloo
tamil,Naan Arasiyalukku Varuvazu Uruzi   adi ezu 96sema kalaai
tamil,Enda nala name ipdi veenaku reemga kadaramkondan enapathu evlo Periya maveeranoda name fuck
hindi,एक अपराधी किस प्रकार की पैंट है
japanese,日本では何が起きていますか
tamil,Oru Vela Kanithan storey Oda core a irukumapapom
spanish,encuéntrame el mejor chiste de toc toc en internet
italian,clima
tamil,Blue sattai review semmaiya irukkum
tamil,Shruthi hasaana Padam velangna maari thaan
tamil,Kaapaan teaser mass vera level therikudhu
tamil,SooperuuuRajani looks very stylishAll the best rajani saarFrom telangana
kannanda,Status nalli feelings haakondu
tamil,Dai indha rajini ah dhaan da pala varshama naanga kekrom
tamil,Kuch bhi mtlb kuch bhi
japanese,スイートメモリーズにある懐かしい気がしたわずっと前に忘れていた
tamil,Yogi babu thaleleiy muuddi engadaa 
portuguese,meu alarme da escola está activado
tamil,thala semma nee va thala masspattaya kelapuvoom
hindi,क्या आप वेमो प्लग सॉकेट बंद कर सकते हैं
malayalam,Hindi me b Diya kro trailer ko
tamil,Karthi fanslike Kaithi waiting but    bigil marana waitingThalapathy veriyanda
tamil,Enna dhan kaalam maranalum andha sadhi veri adanga matrangu modhala governmenta Sadi veri pudichada eruku sc vela bc Vella illa Enna da edu India
tamil,Hit like world wide Rajini Sir Fans
malayalam,Padam polichu
malayalam,Tovino Thomas katta fans  Like adiii
english,open some cools jokes
portuguese,tweet ao atendimento ao cliente que estou muito desapontado com a interação recente
tamil,Vijaykumar        Vera level pa
tamil,Padam Vera level ah irukapogudhuðwishes From Thalapathi Fans
kannanda,Histu hellidri adre nimma background video pubg du kudanu Chinese howrde alwa first ninu pubg na stop madinNinu heliddu nanu tappu andilla adre hobbarige helo munche nanu correct agirabeku  k manDont feel bad anna
malayalam,Mamangam kandit shylockine wait cheyunavar like adike
hindi,जो दुनिया की सबसे लंबी इमारत थी
tamil,130 na indha scene kagave Trailer ah marubadiyum marubadiyum pathutu irukan thalaivar oda WoW moment
tamil,Last ah  na arasiyaluku varathu uruthi thalivar pesurathai inthu 96 ravi sollrathu ultimate
spanish,qué recordatorios tengo para esta semana
tamil,THALAIVAR MASS DIALOGUES  Iyoyonala irukaee Taramana sambavam inime ta paka pora Kola kaandla irukaen Sweet sapda poromPONGAL
portuguese,queria um café agora
tamil,Pls take alaudin 2  My fav movie
tamil,026 manivannan thane athuavuru innu irukkarairuntha santosham
arabic,ضيف هذا الغرض للقائمة
tamil,So excited to see you kagana love u
malayalam,madhura rajayude teaser okke kaanumbol eee trailer okke idth kenatilidaan thonaa
tamil,like mangne waale kitna earn kar lete h like se
tamil,thats thalaivar walk gvp bgm  yedutu vaingada national awarda ð
tamil,Trailer super  Padamum tharama than irkum  Intha sani Pahalgam Vishwaroopam 2 padathuk politics panna mari seyyama irntha sari than
malayalam,right handers oru like adi  left handers oru comment itt ponae eeee
tamil,Sema sk anna and arjun sir
tamil,Iam a surya fan trailer semma ya irukku All tha best
portuguese,encontra uma loja que venda cerveja
italian,apri pandora e metti la stazione rock
spanish,qué debería cocinar esta noche
french,olly rappelle-moi que je dois être à la bibliothèque dans une semaine à partir d'aujourd'hui à cinq heures
tamil,Lighta adanga maaru bgm maathiri theriyuthu
italian,voglio ascoltare della musica riproduci la mia playlist per la palestra
tamil,Vanga iyaa  Ivanunga panratha solunga
tamil,Intha  arambichittainga lla Naveena jaathi sandai Rendu group naingalaiyum othaikkanum Nalla thana Da irunthinga ðâðâðâ
japanese,太一との夕方の会議は何時ですか
tamil,Ellam nalla panitu andha mask matum enda Krish mask veikrenga
malayalam,Ithano trailer oru dialogue polum illa ekkaude Ullath kurach perum oru vettum
tamil,Vijay anna maari thala enna mo try pandraru paakalam
spanish,podrías comprobar el tráfico a nuestra casa
portuguese,existem novos emails na minha caixa de entrada
malayalam,Thirunathe vullym ninda jappan sema payangarama yosikiringa
tamil,Idhu 96hu yaara yemathuringaððððð rajini arasiyal ðð
spanish,como llego a brighton
dutch,speelt de muziekprogramma's op radio
malayalam,Aarokke yaan wait cheyyunnath  Ee link ella pagilum
arabic,كيف سيكون الطقس هذا الأسبوع
japanese,近所で開催中のイベント
tamil,thalaiva vera lvl superstar Rajnikanth 20 khooo khoooo
tamil,Makeup kuch jama nahi original nahi lag raha hai dol ke jaise lag rahe hai ððð not impressive
japanese,面白いコント
french,olly quelle est la définition du mot communément situation normal
tamil,Yuvan  Vera lvl bgm
tamil,Moola illatha nayinga thanda jathikaga adichinu savinga thu
kannanda,Film nodidmele ee song ge addict aadavaru like maadinYalllrigu thanks for 1000 likes
tamil,Anna birthday ku apram vandavanga like podunga
tamil,Sathiyama solra intha padam  200   theatre kuda odathuda ithu eannoda saval daaa saval eanna da odathu aavalotha
tamil,Yow songs epo ya viduvinga BGM verra level  Thala_forever
hindi,मैं चाहता हूँ कि यह आसानी से एक लिस्ट बनाए और मुझे बताए कि मैं कब किसी चीज में पीछे चल रहा हूं
tamil,Ethana thadava parthalum mass kammi agave illa
tamil,My blood thala luv u anna
tamil,Superb Film I enjoyed Rakshit is like rohit sharma
german,hey was sind meine listen
tamil,Engga Appan Military DaGoli Vilayadava Solli Tharuvaan  NGKFire  is on
tamil,itha padam odathu shriti hassan nadicha padam ethuku oduchu
dutch,maak een lijst van mijn andere alarm
dutch,maak de agenda voor deze maand leeg
malayalam,Katta waiting  maranamass  trailer
italian,olly metti su del death metal ora
arabic,شغل اغاني عراقي
english,what's the best day next week to go out for pizza
tamil,T H A L A  M A S S
tamil,Karunas sir yentha saathila kalyanam panaru
japanese,この曲はなに
french,joue le dernier podcast de raison
tamil,153 AntMan ah pottu Hope pottu polakra adhe smack
malayalam,205 Dileep de aniyan paranjathu chettan purathiragittu njangal pani thudangum
italian,ascoltare musica
tamil,Inno NGK ve release agala athukulla adutha padama
spanish,cuántas millas hay en cinco kilómetros
tamil,Starting Looks like king liar Malayalam movie
tamil,Thala handsome ma irukaga solravaga  hit like button  screen present vera level
malayalam,Vishu stephen kondupoyinn parayan paranju ejjathi pwoli
tamil,Likes se vidaDis likes fastta varudhuThala Daa
english,save the information which is provided by aman on this song
tamil,singar Arun raja and music Santhosh Narayanan semma
tamil,Satthur p kanmaipatti yathavar sarpaka padam vetri pera valthukal
tamil,Polladhaboomi  song   padathula vallanu yaarallam feel Pandringa
german,errechne den zeitunterschied zwischen neun uhr c. s. t. und e. s. t.
tamil,real rajini movie tis s want we want
spanish,cargar spotify
tamil,Izu vijayda traileraaha irunda 30 millions aahi irukkum Ajith vayathu jaasthi aichu Adudda padaththilaavazu ilamaya nadichcha nalla irukkum
tamil,190k likes in 3days itha break panna oruthan porakanum
german,ruf die emails der letzten zwei stunden ab
tamil,Im not Vikram fan but i like this trailer Amazing
hindi,मेरा संगीत खोलो
spanish,apaga todas las luces interiores
italian,olly abbassa le luci per favore
kannanda,1st rank raju
french,rien
dutch,wanneer komt de vierentwintigste volgende week
malayalam,idak idak like van nokunavar undenkil ivde like
tamil,Innaikku 8M views varumnu solravanga like this
english,please play rap
arabic,مسجل الصوت اوريفانا خلي صفحة النظام هي مكان تخزين الاغاني
tamil,Vijay oda nipaitigaka unga padam scene la 
hindi,मेरी मीटिंग कब है
tamil,Sk padama illa action king padama nu therila
tamil,Semma  dai ranjith inni mel thalaivar vechu padam edhutha 
japanese,今朝、保留中の予約は何かありますか
tamil,That bgm do or die
malayalam,Malayalathinte mahanadan Suriyafansinte ashamsakalð Trailer looks massy
tamil,Surya avargalin arasiyal Mayamtrending no 1
tamil,Enna da trending laye kaanom 
kannanda,Super stories Ipadent
tamil,Evlo caste veri irukugaravanga innnum tamil nadu la irukukanga Comment pathaley theriyuthu
portuguese,envie email para o roberto que horas é o jantar
kannanda,Our Kannada Song On 1Trending Again
malayalam,Enta ponnu pappan chettae Xmasinu engilum onnu erakko aanayewaitingwaitingwaitingwaitingwaiting
malayalam,Ithinte munnil Paavam madhuraraja entu aakumo ento Mikkavarum sugar koodi chaakum madhuraraja  Paavam mammunni
kannanda,Guru super yage yeldhe
kannanda,Rajesh0823 R allp
tamil,Nan Yaaru Engradhu Nan Mudivu Panradhula En Edhirula Irukavandhan Mudivu Panuvan mass dialogue
tamil,Indha padam pengalukanadhu nalla samooga seerkeduku edhirana padam Ner konda parvai wow awesome thala ââââââ
tamil,Movie kab release hogi uska date fix batao
tamil,Sk fans like  Maximum 1k like therikka vidunka
tamil,She looks like cute motu patlu
kannanda,Super song
english,how much traffic is there right now in bowery street
tamil,Thalaiva theivame ummaSema style sema energy sema marana massð
spanish,pon mi segunda lista de reproducción
italian,prenotami un taxi da casa mia
arabic,امسح قائمة التشغيل القديمة وسوي وحده جديدة
tamil,Yennada oru pakkam perusa eruku 
tamil,At 101 bgm is like arambam
malayalam,Padakkam loading Ingerkku ithu pathivaanalle Oru hit padam eduthaal pinne moonu naalu chavarukal edukkum Eg Drama
tamil,Unga son a vida neenga ippavum super aa irukeenga
tamil,sundar c pannada
tamil,NGK wast movie apuram itu enna nallva irukumm
tamil,Dialoguelaan Overa irukku
tamil,ellarukkum onnu sollikiran mudhalla padam pathuttu vandhu sollunga same kadhaya illayanu adha vuttuttu adhe kadhai orae madhiri fightlam solladhinga
tamil,MayTranding  SIngam_suriya____________inðð kaappaan  Vikram in    Kadaram kondaan
