text,language,
totally nimmamman shaata,kannanda,
Ee  boli maklige deshakoskara1 app delete madakkaglilla,kannanda,
@King of King yako istond urkond saytiyA burnal achko,kannanda,
ಒಳ್ಳೆ ಸಂದೇಶ ಸರ್ tq,kannanda,
E video nodi Namma desha e stiti nodi bejar aytu nBangarada akki agidda bharatakke e paristi barabaradittu,kannanda,
Solid song making,kannanda,
Why you only tik tok anno akka sumne erma ni,kannanda,
Tik tok ban agiddu,kannanda,
Movie quality superb,kannanda,
Superbb movie osm evthu movie nodied super,kannanda,
Anna canagi helidira,kannanda,
Super  song,kannanda,
Superb song n video,kannanda,
Yes bro nanu Chinese apps galna delete madidhini . E thara innu jasti video madi bro . E thara good message viedio madthairi,kannanda,
Idu charitre shrushtiso avatara,kannanda,
ನನಗೆ. ಯಾದೀಮೇ. ಶಾದೀ.ಹಾಡುಗಳು.ಬೇಕಾಗೀವೇ,kannanda,
Bro nivu super,kannanda,
@Nandi Parthasarathi ನಿನ್ ತುಲ್ಲಿಗೆ,kannanda,
St super Dr but kutanalli kutapa songs  net nalli Ella plz nahu kelbekku sr,kannanda,
shambu baligar sir superrrrrrrr,kannanda,
Corona dhinda theatre Alli cinema nodokke aaglilla maga. Mathhe nodthini. Cinema direction  adbutha madidya.,kannanda,
Just wow,kannanda,
Jai prajvalnJai d boss,kannanda,
Nannu nimma fan sir,kannanda,
Yake jana ogtila andre bec of telegram app bec yala movie galu 1 week ge sigtide yalrugu phone ale nodtidare.tuu itara ole cinimas na yaru ogi nodtilwala anode bejaruu.ban the telegram appnPlzz,kannanda,
Super song sir,kannanda,
6) vijaya devarakonda,kannanda,
Love u team,kannanda,
Basavaraj Marennavar McCartney,kannanda,
ಎಂಥೆಂಥದೋ ಡಬ್ಬಾ ಹಾಡುಗಳಿಗೆ ನೂರು-ಇನ್ನೂರು ಮಿಲಿಯನ್ ಗಟ್ಟಲೆ ವಿಕ್ಷಣೆ ಆಗ್ತಾವೆ...ಆದರೆ ಇಂಥಹ ಚೆನ್ನಾಗಿರೋ ಹಾಡಿಗೆ ಮೂರು ದಿನಗಳಾದ್ರೂ ೨ ಮಿಲಿಯನ್ ಆಗ್ತಿಲ್ಲ ಅಂದ್ರೆ...ನಮ್ ಜನ ಇಲ್ಲಿನ,kannanda,
@Manjunath mtr in,kannanda,
Bokka d boss ke. D boss andre druva boss onde.,kannanda,
En guru nim video ge fan agode aitu nimge namma kade inda subscribe,kannanda,
Sexyyy song nHindi elroooo,kannanda,
@Asha Asha wc,kannanda,
ಮೊಸರು ನನ್ನ ಮಗನ ಫಸ್ಟ್ ಟ್ರೋಲ್ ಮಾಡಿ ಬ್ರೋ ಮತ್ತೆ ಈ ಟಿಕ್ ಟಾಕ್ ಸೂಳೆಮಕ್ಕಳು ನ ತಿಕಹೊಡಿ ಬ್ರೋ,kannanda,
hai gaya husharaytha,kannanda,
ತೊಗರಿ ತಿಪ್ಪ ಸ್ಟೋರಿ ಹಿಂದೆ ಟೇಪ್ ರೆಕಾರ್ಡನಲ್ಲಿ ಕ್ಯಾಸೆಟ್ ಹಾಕಿ ಕೇಳಿದ ನೆನಪನ್ನು ಮರುಕಳಿಸಿದ ಅಶ್ವೀನಿ ಆಡಿಯೋದವರಿಗೆ ಧನ್ಯವಾದಗಳು...,kannanda,
ತುಂಬಾ ಚೆನ್ನಾಗಿ ಮೂಡಿಬಂದಿದೆ ಶುಭವಾಗಲಿ ಪ್ರಜ್ವಲ್ ಭಾಯ್....ಡಿ ಬಾಸ್ ಭಕ್ತ...,kannanda,
@VARAPRASAD K K soole magne avrige Bari jaati fabsallo Ella jaatilu fans idaare neen heldyalla jaati naayi antha pakka gawda kano naanu nin Amman soole magne neenu as darshan naydu jaati irbeku  dagaar dagaar dam dam dagaar soole maga darshan,kannanda,
Super sir 🥰,kannanda,
Making supper...... Amazing...,kannanda,
ಸರ್ ಇದನ್ನ ನಮ್ಮ ಕಲ್ಪನೆ ಸಿನಿಮಾ,kannanda,
ದಯವಿಟ್ಟು ನನ್ನ ಎಲ್ಲಾ ಕನ್ನಡಿಗರಲ್ಲಿ ಒಂದು ವಿನಂತಿ,kannanda,
Super Anna enu ugiri chanagi,kannanda,
ಗುರು ಏನ್ editing,kannanda,
D boss fanzzz,kannanda,
W h e r e  i s  H i n d i ! !,kannanda,
Ayyo  devre    en  comedy  madtira  neevu  hage  voice  sprb,kannanda,
Mmmgyhvb video ⏭,kannanda,
ನಮ್ಮ ದೇಶದ ರಾಜಕಾರಣಿಗಳು ಚಿಲ್ಲರೆಗಳು ನಿಜಕ್ಕು ಸತ್ಯ,kannanda,
As a D BOSS fan i support all kannada actors & Kannada movies,kannanda,
ಈ ಚಲನಚಿತ್ರವನ್ನು ನೋಡಿದ ನಂತರ,kannanda,
ಸರ್ ದಯವಿಟ್ಟು Red FM ನಲ್ಲಿ  ನಿಮ್ಮ ಹೆಸರು ಏನಿತ್ತು ಹೇಳಿ....ನಾನು Red FM ಯಾವತ್ತೂ ಕೇಳ್ತೀನಿ....n ನಾಗರಾಜ್ or ವರುಣ್ ???n    Pls Admin let me know....,kannanda,
Super duper..Film    Bust of luck... Prajval Devaraja..... Darling..   Days..,kannanda,
@Nandi Parthasarathi ನಿ ಹಾದರಗಿತ್ತಿ,kannanda,
Heroine ge jamba ella,kannanda,
@Krishna Tirividi yes support all kannada cinema,kannanda,
ಉಪೇಂದ್ರ avra Thara ide direction,kannanda,
@Karna all 3 r good!!,kannanda,
Super navu chikvara idaga kelta idavi super childhood memories,kannanda,
Super song,kannanda,
Cuz ee film single screens alli thumba kade release aagilla.... multiplexs alli release aagidee...idu ond reason,kannanda,
ODEYA movie ginta ee movie super annoru like madi...,kannanda,
Bro super vedio,kannanda,
I like you guru,kannanda,
Super my favorite song,kannanda,
Nivu heliddu ondu ondu maathu  sathyanee,kannanda,
@Rajesh Rao bari inta comments maadkond koothkoli....thuu inta cinema na kannadadalli prothsaha maadilla anta naachike aagbeku,kannanda,
HINDI walo nLike pelo,kannanda,
Super bro.. Allobba yarigu gottagde hage already gadduge yerikuttidda. nnAvne Srimanarayana,kannanda,
ಸರ್ ನಿಮ್ಮಲ್ಲಿ ಕೇಳಿಕೊಳ್ಳೋದು ಇಷ್ಟೆ nಭಾರತವನ್ನು ಮುನ್ನಡೆಸುವ ಜವಾಬ್ದಾರಿ ನಮ್ಮೆಲ್ಲರದಾಗಿದೆ ಅದಕ್ಕಾಗಿ ಸರ್ inspire ವಿಡಿಯೋಗಳು ಯಾವ್ತರ ಯಾವುದರಲ್ಲಿ ಬೆಳೆಯಬೇಕು ಅನ್ನೋದು ಒಂದು ವಿಡಿಯೋ ಮಾಡಿ ಸರ್ ಪ್ಲೀಸ್. Mi ranga ಬಳ್ಳಾರಿnಈ ಕರೋನ ದಲ್ಲಿ ಎಂದು ಯಾವ ತರ ಬೆಳಿಬೇಕು ಅನ್ನೋದು ವಿಡಿಯೋ ಮಾಡಿ ಸರ್ ಪ್ಲೀಸ್,kannanda,
@s s kirik party movie ali heroine name,kannanda,
Supeeeeeeeeeeeeeeeer  .................. nam ajjii held nenap,kannanda,
ಟ್ರೈಲರ್ ಜಬರ್ ದಸ್ತ್ ಆಗಿದೆ,kannanda,
Teja Madarkhandi Teju,kannanda,
Rakshith shetty ... superb song .. ninna kastada prayathnakke kanditha pala sikke sigutte.  ..,kannanda,
Bro yaarnu bidbedi tiktok uninstall aagovargu rost Maadi. Prathiyobrunnu,kannanda,
Sir ond mathelthini  ond sarkara minimom 20 Varsha irbeku avaga desha abiruddiagokke ankula aguthe brastachara nilbeku,kannanda,
Super blockbuster video song,kannanda,
Bro avarage ennu ugi sattiro yodrali avara gadano magano edidre e mathu helatiralila yaaro gand yaarado makkalu  e naayigalage yena alvaa tu prati yodanu Namma ge Anna tamma avara Namma vastu tilakori naayigalaa,kannanda,
Nanu film nodade ne edict aagiddene,kannanda,
A r. Basavarajppa,kannanda,
@VARAPRASAD K K nin Amman thika nayi keyya dagaar darshan elladru neenu huttakintha munche nin appan munche koting kottidda ansutte soole magne nin amman dengaa,kannanda,
Tik tok alli jagala madtidralla adra baggenu ondu video madi anna super agi ugididdira,kannanda,
Super rost Anna,kannanda,
26k dislikes nThese are rashmika fans,kannanda,
Yeno got agatilla innu kelebeku annastaide idu song bejare agatilla. Love you avane srimannarayana movie all the best,kannanda,
@Sai Kumar may be,kannanda,
Making r awesome bro..avlge Ennu usbeku,kannanda,
R u tok tok girl??,kannanda,
Tukaram character yarige ista agide avru like madi,kannanda,
ಇದು ಚರಿತ್ರೆ ಸ್ರೃಷ್ಟಿಸೋ ಹಾಡು super super super,kannanda,
ಧ್ರುವ ಬಾಸ್ ಅಭಿಮಾನಿಗಳು ಲೈಕ್ ಮಾಡಿ,kannanda,
24 M view,kannanda,
Le nimmouna thullagaa naayi tunni saabarige huttida MidArimagane,kannanda,
Fittest will survive. Ashwath olle actor aadre maganu ange aagbeku andre aagutta? Dr rajakumar tara avr maklu aagalla avr yavattidru avre. So illi acchari pado avashyakate illa.,kannanda,
50 sala kelidhini ennu kelthane erbeku ansuthe,kannanda,
@Ŕävîñđŕå_02_GøWđřú super bro,kannanda,
Enadru public help ago Vishayada bagge Mathadi  ivaga jana thumba buddivantharagidare,kannanda,
super ತೊಗರಿ ತಿಪ್ಪ,kannanda,
Well said bro,kannanda,
ಹಲೋ ಫಾರ್ ನನ್ ಮಗಂಗೆ ಮಾನ ಮರ್ಯಾದೆ ಇಲ್ಲ ಅಣ್ಣ ಇಲ್ಲೋ ಏನು ಆಗಿದೆಯಂತೆ ಯುನೋ ಭಾರತ-ಚೈನಾ ಫಸ್ಟ್ ಕೇಳಿ ಅಣ್ಣ ನಮ್ ದೇಶಕ್ಕೆ ದ್ರೋಹ ಬಗ್ಗೆ ದ್ರೋಹಿಯನ್ನು ಅಣ್ಣ ಇನ್ನೂ ಸ್ವಲ್ಪ ಚೆನ್ನಾಗಿ ಉಗಿರಿ ಅವನಿಗೆ,kannanda,
TUNNE YASH BOLIMAGANE,kannanda,
D Boss support idre sinima gellutte no doubt,kannanda,
ಟೃಂಡಿಂಗ್ ನಂಬರ್ . 1,kannanda,
Super ri bro,kannanda,
Ayyo Vishal movie remake guru idu,kannanda,
Adarsh Sagar suppre,kannanda,
@DACCHU D BOSS naanu adanne hudukta idini 🤔,kannanda,
Super movie sir,kannanda,
Tik tok almadidu aythu innu instagram alva anna nam support ede anna,kannanda,
@vinay vinu  Hindu Muslim Cristian etc etc... Yella naav naav madkondirodu. Yella manushyaru onde,kannanda,
Rakshasan Thamil BGM🤔🤔,kannanda,
@TROLL MONSTER_KANNADA nSandalwood dagar dasa (DBOOBS),kannanda,
ಅಭಿನಯಚಕ್ರವರ್ತಿ ಕಿಚ್ಚಾ ಸುದೀಪಣ್ಣ ಫ್ಯಾನ್ಸ್  ಸಪೋಟ್ ಇನ್ ಅವನೇ ಶ್ರೀ ಮನ್ನಾರಾಯಣ ಮೂವಿ,kannanda,
Karabu Song Keli....bejar agii .....e song kelthaa edhini....🤗🤗🤩🤩🤩,kannanda,
Poorthi hadanna ACCHA KANNADALLI baridavarige abinandanegalu.....,kannanda,
Howdu tumba reveal mad bitru,kannanda,
ಅದ್ಭುತವಾದ ಹಾಡು,kannanda,
ಸೂಪರ್ ಅಣ್ಣ ನೀಟಾಗಿ ಅರ್ಥ ಆಗೋ ಹಾಗೆ ಹೇಳಿದಿಯ  ಈ ಶಡೇಗಳು ಅರ್ಥ ಮಾಡ್ಕೋಬೇಕು,kannanda,
Yar guru evlu chaina hudgi naa indian aa gothilla,kannanda,
Charitre shrustiso avatara....nRakshith ge idu hosa avatara,kannanda,
Super duperrr hit,kannanda,
Adhunika Shankar nag,kannanda,
Prajwal devraj,kannanda,
Prajwal look is different,kannanda,
ಸೂಪರ್... ಜಂಟಲ್ ಮ್ಯಾನ್..... All the best,kannanda,
Enu helede guru baidaru kuda paragilla good thingking,kannanda,
Thukaram gud luck,kannanda,
Jai D BOSS,kannanda,
ಇದು ಖಂಡಿತ ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೊ ಅವತಾರ!,kannanda,
Anjali Devi super story,kannanda,
ನಮ್ಮ ದೇಶದಲ್ಲಿ ಸ್ವಲ್ಪ ಜನ ದೇಶದ ಬಗ್ಗೆ ಯೋಚನೆ ಮಾಡೋದು ಬಿಟ್ಟ  . ಬಕೆಟ್ ಹಿಡಿಯೋ ಕೆಲಸ ಚನ್ನಾಗಿ ಮಾಡ್ತಾರೆ ಅಣ್ಣಾ ಅದಕ್ಕೆ ಹೀಗೆಲ್ಲ ಮಾಡ್ತಾರೆ ಅವರು....nDeshakkagi jeeva kotta aa yodhariginta e talent ankond yellargu irritate maado jana ne hechhu anna.... nIndia bagge swalp aadru kalaji idre a application uninstall madri guru .nDeshad bagge bhakti illa andre illi irok nalayakka avaru .....,kannanda,
ಟಿಕ್ ಟಾಕ್ CEO n ಭಾರತದಲ್ಲಿ ಅತಿ ಹೆಚ್ಚು ಸೋಮಾರಿಗಳಿದ್ದಾರಾ ಹಾಗಾಗಿ ಟಿಕ್ ಟಾಕ್ ಅನ್ನು ಬಳಸುತ್ತಿದ್ದಾರೆ ಅಂತn ಸೊಕ್ಕಿನಿಂದ ಅತಿ ಕೇವಲವಾಗಿ ಮಾತಾಡಿದರೂ ಕೂಡ ನಾಚಿಕೆಗೆಟ್ಟ   ನಮ್ಮವರಿಗೆ ಬುದ್ಧಿ ಬಂದಿಲ್ಲ,kannanda,
No comments. Kambani kannadi iddanthe,kannanda,
Naan antha China app antha yaavaglo delete maadidene nJai hind,kannanda,
Yen sir nivu.... Owsome human being,kannanda,
Super guru,kannanda,
Really amazing song.....,kannanda,
@ಜೈ ಭಜರಂಗಿ##ವಿಶ್ವ avaru..dronara maga..,kannanda,
Yes edre adare yli?,kannanda,
you are correct bro..,kannanda,
@Nandi Parthasarathi ನಂದಿನಿ ಅವ್ರೆ ನಿಮ್ಮ ತುಲ್ಲುಗೆ ಗಬ್ಬು ವಾಸ್ನಿ,kannanda,
Super super super,kannanda,
Jai Jawan Jai hind,kannanda,
Nijavaagalu charithre srishtisida avathaara ee Rakshtitha shettaradu. Hatsup.,kannanda,
Thu thukali trailer,kannanda,
Super song buddy,kannanda,
Love you boss super,kannanda,
Guru same feeling...,kannanda,
ಅಣ್ಣಯ್ಯ ಸೂಪರ್ ನೀನು ಚಿಂದಿ,kannanda,
Bindu medam miss youuuuuu,kannanda,
ನೀವು ಈ ತರ ಪ್ರಯೋಗಾತ್ಮಕ ಮೋವಿಗಳನ್ನೆ ಮಾಡಿ  ನಿಮ್ಗೆ ಈ ತರನೆ ಸೆಟ್ ಆಗೋದು,kannanda,
@JV Mirajakar  thank u,kannanda,
I love you RAKSHIT...,kannanda,
Sir yella song video clips release maadi,kannanda,
@Subhash Kamble tq,kannanda,
love you shankar sir ........namage neevu beku sir !!! matte neevu nammanna manaranjane maadi neevu illade iro kannada cinema naanu nodalla sir .....,kannanda,
Tiktok inda nam personal information china avrge gottagtide.... idella avrge gottagtilla bvc galu... ban madidre avrge madok bere kelsa iralvalla adke itara adtidare🤦‍and yar yaru tiktok ban madbardu anta heltaro avr videos nododna  modlu stop madbeku,kannanda,
Dina 7-8  sala song kelisikontini.,kannanda,
Guru sakathage helde....nin superb. ...superb ashte,kannanda,
ಸುಪರ್ ಅವನೆ ಶ್ರೀಮನ ನಾರಾಯಣ,kannanda,
Super agi ugididera,kannanda,
Ee song nodtha eroru ennomme trailer nodi.....,kannanda,
ಉಸಿರ ಕೊನೆ ಕನ್ನಡ ಆಲ್ಬಂ ಸೊಂಗ್nಎಲ್ಲರೂ ನೋಡಿ ಹಾಗೂ ಚಾನೆಲ್ Subscribe ಮಾಡಿn,kannanda,
Nija Film ast channagidya nanu nodide nange kandita arta agle Illa,kannanda,
K.s  .karthik  yash  fernd  nanbarn9916102619  devaraj,kannanda,
@Nandi Parthasarathi le randimagne modlu nimma appa amma hige mattadu kalisiddara modlu ninu mataadiddu aariti nodo hogo first,kannanda,
Wawwww  ಏನ್ ಸಾಂಗ್ ಮಾಡಿದಿರಿ ಸರ್. nMusic,kannanda,
Bindu  lowda smartphones laptop kelvu brand chinade agidru nav use madtha erodakke already tax kattidivi en  munde kattod beda antha heltha erodu,kannanda,
Hi nan nim vedios nodthini thumba funny agi roast madthira,kannanda,
@JustAn Opinion ninu Tika mucchu...Evattu Kannada industry Andhre idii India ge gottirodhu DR RAJKUMAR..,kannanda,
Bere bashyalli anuvadha maadi,kannanda,
theatre alli nodokke nangu esta.theatre alli movie ella andre henge nodokke agutte.nimhantavare theatre alli nodirtiro elvo yarigottu.tilkondu matadi sir  @Nuthesh Naik,kannanda,
ಕೆಜಿಎಫ್  ಒಂದು ದೊಡ್ಡ ಸಾಮ್ರಾಜ್ಯ ಕಟ್ಟಿದೆ nಅವನು ಅದಕ್ಕಿಂತ ದೊಡ್ಡ ಸಾಮ್ರಾಜ್ಯ ಕಟ್ಟುತ್ತಾನೆ ಪಕ್ಕ n,kannanda,
Anna super talent  anna nimdu ide tara videos  madtabiri,kannanda,
Allow illo kelid nenapu,kannanda,
ಸಾಹಿತ್ಯ ಬಹಳ ಅದ್ಭುತವಾಗಿ ಮೂಡಿ ಬಂದಿದೆ.,kannanda,
yen guru nam kannada film industry na yellaru seri bere level ge tagondu hogthaa iddare... superb music,kannanda,
Abaa yen song guruu.... Fabulous bgm hollywood range le ayte guru,kannanda,
Please movie na re release madi,kannanda,
Super song sir,kannanda,
@Unity of India nam deshadalli poor people heecchide..yakandre caste system saluvagi avar hattir property hecchide karan avaru hinde caste system mele janagalannu looti madi tamma property hecchu madkondidare adre belove caste ge astu property iralla so a,kannanda,
ಸರ್.. ನೀವು ಕೊನೆಯಲ್ಲಿ ಹೇಳಿರುವ ಮಾತು ಸೂಪರ್ ಸರ್...,kannanda,
Lo troll madtadyalla nin us mado mobile ysvdo,kannanda,
ಎಷ್ಟು ಕೇಲ್ಲಿ ಗುರು ನಾನು ಇನ್ನೂ ಕೇಳಬೇಕು ಅನಿಸುತ್ತೆ all the best ಶೇಟ್ರೆ,kannanda,
@Nandi Parthasarathi  ಮುಚ್ಚಲ್ಲೇ.... ಮರಿ  ದೊಡ್ಡಬಳ್ಳಾಪುರ ಇತಿಹಾಸ ಏನೋ ಗೋತು .ರಾಜಕಮಲ್ ಗೆ ಸಿನಿಮಾ ಹೊದ್ರೆ ಕ್ಲಿನ್ ಇಲ್ಲ ವಾ�,kannanda,
Sir ನಮ್ಮಲು communist ಆಡಳಿತ ಬಂದರೆ ಯಾವ ರೀತಿ ಇರಬಹುದು ಎಂಬುವುದರ ಬಗ್ಗೆ ಮಾಹಿತಿ ಬೇಕು ಮತ್ತು ಅನುಕೂಲ ಅನಾನುಕೂಲ ಗಳ ಬಗ್ಗೆ ತಿಳಿಸಿ ಕೊಡಿ ದಯವಿಟ್ಟು,kannanda,
Inspired by RANADHEERA ? Looks like modern ravi Chandran .,kannanda,
Anna sumne video madedhya nodu,kannanda,
Kannadada saaalugalu sakkatagiddave all the best natayana...,kannanda,
Big star agbitte u,kannanda,
Hands up,kannanda,
ಸಕ್ಕತ್ ಹುರಿದ ಗುರು olle patta kalsidya tiktok support madidha Ch * as galige ....,kannanda,
It's 20.09 minutes,kannanda,
Nice infromation   brother ... n   But.   Ella problems. Bagge matdiri solution en madbeku ..anta helivalaa brother ..      ..   ivelladakku solution Andre ..(MONEY (NAMMA TAX AMOUNT )=GOVT ).  Alva n  nSimple agi helbeku Andre ..main problem   politics anta ella gottu .... AdKke solution ..????????     Nive helida haage.   ##  Revolution. ##n  Aa REVOLUTION (#prajaakeeya )ivg strt agide ..nivu adakke kai jodisbeku Alva ... Idu correct,kannanda,
ಇಂಥ ಒಳ್ಳೆ ಫಿಲ್ಮ್ ಗಳ ಹಾವಳಿ ನಂಗೆ ಗೊತ್ತಿದ್ದ ಮಟ್ಟಿಗೆ ಲೂಸಿಯಾ,kannanda,
Varshakke 3 thagadu movie madi industry haal mado hero galu ondh kade adrenn3 Varsha kasta pattu ondhu olle film mado namma Rakshith Shetty haagu Yash innondh kade n,kannanda,
Enu anta matadtiyo hichha ninge? Lofer,kannanda,
No its 22M views,kannanda,
Bharatadalli vanchakarige gourava jasti.,kannanda,
Hands uppppp chindiiiiii,kannanda,
En helde guru sakkath.tik tok madorgella super agi heldre,kannanda,
RAKSHIT SHETTY style awesome,kannanda,
Yenu tappilla guru ...,kannanda,
ಕೌಶಲ್ಯ ಇದ್ದವರ ಸಂಖ್ಯೆ ಕಡಿಮೆ ಇಲ್ಲ ಸರ್ ತುಂಬಾ ಪ್ರತಿಭಾವಂತರಿದ್ದಾರೆ.... influence ಪವರ್ ತುಂಬಾ ಇದೆ ನಮ್ಮ ದೇಶದಲ್ಲಿ influence ಇಲ್ಲ ಅಂದ್ರೆ ಯಾವನು ಮೂಸಿ ಕೂಡ ನೋಡಲ್ಲ ನಮ್ಮ ದೇಶದಲ್ಲಿ....ಅದಕ್ಕೆ ಕೌಶಲ್ಯ ಇದ್ದೋರಿಗೆ ಕೆಲಸ ಸಿಗ್ತಿಲ್ಲ.....,kannanda,
U r awesome bro,kannanda,
Guru chaines apps yavyavu antha ondhu list kodi avna nam mobile ali instal madala,kannanda,
D boss fans are like plzzz,kannanda,
Most promising movie in my life... En adubuta acting madam. Nimdu.. Pratiyobbaru abhinya adbuta.. Konege kannalli neeru bandubidtu..dayavittu corona emergency adamele puna theatre hogi nodi,kannanda,
ಒಡೆಯ ನಿಮ್ಮ ಪ್ರೀತಿಯ ದಾಸ ಮತ್ತು ಯಶ್ ಅಭಿಮಾನಿಗಳ ಕಡೆಯಿಂದ ಒಳ್ಳೆದಾಗಲಿ  ಜೈ ಕನ್ನಡ  ಸಿನಿಮಾ,kannanda,
gadag our city,kannanda,
Ulti music ajanish sir,kannanda,
Yes bro correct,kannanda,
ಕರೋನಾ ವೈರಸ್ ಹಾವಳಿ ಮುಗಿದ ನಂತರ ಮತ್ತೆ ತೆರೆಗೆ ತನ್ನಿ ದಯವಿಟ್ಟು,kannanda,
ಟಿಕ್ ಟಾಕ್ ಬ್ಯನ್ ಆಗ್ಲೇ ಬೇಕು,kannanda,
Yen sakkathagi helidri guru,kannanda,
Mahesh sanagoudar. Tugritippa,kannanda,
Vijay prakash sir,kannanda,
Superb song,kannanda,
Spr song bro,kannanda,
ಕುಮಾರವ್ಯಾಸ ಅಂದರೆ ಗದುಗಿನ ನಾರಣಪ್ಪ ನವರ ಬಗ್ಗೆ ಅಭ್ಯಾಸ ಮಾಡಿ,kannanda,
Dislikers Are rashmika fans maybe,kannanda,
GTA 5 BRO,kannanda,
ನೀವು bigg boss ಗೆ ಹೋಗಿ ಸರ್ ಗೆಲ್ಲಬಹುದು ನೀವೇ 🥺🤾,kannanda,
I like prutvi Ambar (adi) style,kannanda,
@basavana gouda what,kannanda,
Super guru.........ji kannadiga,kannanda,
*ನನ್ನ ಗೆಲ್ಬೋದು ಅನ್ನುತ ನಿಂದನು ಓರ್ವ ರಾಕ್ಷಸ...nತಪ್ಪಲ್ಲ,kannanda,
